InvoiceNo,StockCode,ProductName,Quantity,InvoiceDate,Date,Month,UnitPrice,Revenue,CustomerID,Country
579471,15056n,Edwardian Parasol Natural,1,2011-11-29 15:08:00,2011-11-29,2011-11,12.46,12.46,,United Kingdom
560773,84356,Pompom Curtain,4,2011-07-20 16:17:00,2011-07-20,2011-07,5.79,23.16,,United Kingdom
578746,23355,Hot Water Bottle Keep Calm,27,2011-11-25 11:36:00,2011-11-25,2011-11,8.29,223.82999999999998,,United Kingdom
541846,22077,6 Ribbons Rustic Charm,12,2011-01-23 12:43:00,2011-01-23,2011-01,1.65,19.799999999999997,13050.0,United Kingdom
556229,22059,Ceramic Strawberry Design Mug,12,2011-06-09 14:43:00,2011-06-09,2011-06,1.49,17.88,12839.0,United Kingdom
549125,47566,Party Bunting,3,2011-04-06 14:13:00,2011-04-06,2011-04,4.95,14.850000000000001,14964.0,United Kingdom
540026,85180A,Red Hearts Light Chain,2,2011-01-04 13:25:00,2011-01-04,2011-01,2.51,5.02,,United Kingdom
580639,21287,Scented Velvet Lounge Candle,3,2011-12-05 12:46:00,2011-12-05,2011-12,0.38,1.1400000000000001,17254.0,United Kingdom
537666,20755,Blue Paisley Pocket Book,1,2010-12-07 18:36:00,2010-12-07,2010-12,1.66,1.66,,United Kingdom
537224,70007,Hi Tec Alpine Hand Warmer,1,2010-12-05 16:24:00,2010-12-05,2010-12,1.65,1.65,13174.0,United Kingdom
541839,22037,Robot Birthday Card,12,2011-01-23 11:15:00,2011-01-23,2011-01,0.42,5.04,17769.0,United Kingdom
538349,20975,12 Pencils Small Tube Red Retrospot,1,2010-12-10 14:59:00,2010-12-10,2010-12,1.28,1.28,,United Kingdom
568531,22915,Assorted Bottle Top Magnets,18,2011-09-27 13:49:00,2011-09-27,2011-09,0.42,7.56,16713.0,United Kingdom
558416,85049H,Urban Black Ribbons,2,2011-06-29 10:50:00,2011-06-29,2011-06,1.25,2.5,16059.0,United Kingdom
552277,22374,Airline Bag Vintage Jet Set Red,1,2011-05-08 12:34:00,2011-05-08,2011-05,4.25,4.25,13642.0,United Kingdom
559528,22457,Natural Slate Heart Chalkboard,4,2011-07-10 11:34:00,2011-07-10,2011-07,2.95,11.8,13064.0,United Kingdom
557959,48173C,Doormat Black Flock,3,2011-06-23 19:29:00,2011-06-23,2011-06,7.95,23.85,17351.0,United Kingdom
574663,23399,Home Sweet Home Hanging Heart,12,2011-11-06 12:04:00,2011-11-06,2011-11,0.85,10.2,13527.0,United Kingdom
578289,23393,Home Sweet Home Cushion Cover,1,2011-11-23 14:07:00,2011-11-23,2011-11,3.75,3.75,17841.0,United Kingdom
547921,22771,Clear Drawer Knob Acrylic Edwardian,12,2011-03-28 13:28:00,2011-03-28,2011-03,1.25,15.0,14766.0,United Kingdom
542228,22055,Mini Cake Stand Hanging Strawbery,8,2011-01-26 13:37:00,2011-01-26,2011-01,1.65,13.2,13113.0,United Kingdom
568693,23256,Childrens Cutlery Spaceboy,1,2011-09-28 14:54:00,2011-09-28,2011-09,4.15,4.15,,United Kingdom
546537,22995,Travel Card Wallet Suki,4,2011-03-14 14:32:00,2011-03-14,2011-03,0.42,1.68,15005.0,United Kingdom
571848,23072,Marie Antoinette Trinket Box Silver,1,2011-10-19 12:50:00,2011-10-19,2011-10,12.5,12.5,13576.0,United Kingdom
578707,23350,Roll Wrap Vintage Spot,4,2011-11-25 11:20:00,2011-11-25,2011-11,1.25,5.0,17870.0,United Kingdom
538071,22712,Card Dolly Girl,1,2010-12-09 14:09:00,2010-12-09,2010-12,0.42,0.42,,United Kingdom
577078,21819,Glitter Christmas Star,1,2011-11-17 15:17:00,2011-11-17,2011-11,1.63,1.63,,United Kingdom
550458,21901,"Key Fob , Back Door",1,2011-04-18 13:13:00,2011-04-18,2011-04,1.63,1.63,,United Kingdom
542933,22840,Round Cake Tin Vintage Red,12,2011-02-02 10:56:00,2011-02-02,2011-02,6.95,83.4,14411.0,United Kingdom
575739,22134,Mini Ladle Love Heart Red,5,2011-11-11 09:05:00,2011-11-11,2011-11,0.83,4.1499999999999995,,United Kingdom
538148,22358,Kings Choice Tea Caddy,1,2010-12-09 16:26:00,2010-12-09,2010-12,5.91,5.91,,United Kingdom
579258,22654,Deluxe Sewing Kit,3,2011-11-29 08:21:00,2011-11-29,2011-11,5.95,17.85,15148.0,United Kingdom
539118,22553,Plasters In Tin Skulls,5,2010-12-16 11:27:00,2010-12-16,2010-12,1.65,8.25,15563.0,United Kingdom
562715,15044A,Pink Paper Parasol,1,2011-08-08 15:34:00,2011-08-08,2011-08,5.79,5.79,,United Kingdom
551218,22920,Herb Marker Basil,3,2011-04-27 11:41:00,2011-04-27,2011-04,0.65,1.9500000000000002,18077.0,United Kingdom
540525,85123A,White Hanging Heart T-Light Holder,6,2011-01-09 13:02:00,2011-01-09,2011-01,2.95,17.700000000000003,16833.0,United Kingdom
541206,22090,Paper Bunting Retrospot,40,2011-01-14 12:24:00,2011-01-14,2011-01,2.55,102.0,14646.0,Netherlands
561398,22556,Plasters In Tin Circus Parade,12,2011-07-27 10:52:00,2011-07-27,2011-07,1.65,19.799999999999997,16767.0,United Kingdom
564818,21003,Rose Du Sud Cushion Cover,2,2011-08-30 12:10:00,2011-08-30,2011-08,5.79,11.58,,United Kingdom
573387,84347,Rotating Silver Angels T-Light Hldr,3,2011-10-30 14:33:00,2011-10-30,2011-10,2.55,7.6499999999999995,15054.0,United Kingdom
577503,21055,Tool Box Soft Toy,1,2011-11-20 12:34:00,2011-11-20,2011-11,8.95,8.95,18110.0,United Kingdom
577358,22163,Heart String Memo Holder Hanging,14,2011-11-18 15:59:00,2011-11-18,2011-11,1.63,22.82,,United Kingdom
576071,23206,Lunch Bag Apple Design,1,2011-11-13 16:03:00,2011-11-13,2011-11,1.65,1.65,18069.0,United Kingdom
569122,22669,Red Baby Bunting,10,2011-09-30 13:06:00,2011-09-30,2011-09,2.95,29.5,12694.0,France
572319,23533,Wall Art Garden Haven,1,2011-10-23 16:19:00,2011-10-23,2011-10,5.95,5.95,14704.0,United Kingdom
556509,22962,Jam Jar With Pink Lid,12,2011-06-13 10:33:00,2011-06-13,2011-06,0.85,10.2,12708.0,Germany
544074,21446,12 Red Rose Peg Place Settings,6,2011-02-15 14:49:00,2011-02-15,2011-02,1.25,7.5,14156.0,EIRE
575516,22418,10 Colour Spaceboy Pen,24,2011-11-10 10:45:00,2011-11-10,2011-11,0.85,20.4,17340.0,United Kingdom
575477,22910,Paper Chain Kit Vintage Christmas,1,2011-11-09 16:14:00,2011-11-09,2011-11,5.79,5.79,,United Kingdom
537065,22837,Hot Water Bottle Babushka,8,2010-12-05 11:57:00,2010-12-05,2010-12,4.65,37.2,12567.0,France
541421,22631,Circus Parade Lunch Box,1,2011-01-17 17:44:00,2011-01-17,2011-01,4.13,4.13,,United Kingdom
542107,21181,Please One Person Metal Sign,2,2011-01-25 13:38:00,2011-01-25,2011-01,2.1,4.2,16222.0,United Kingdom
550016,22249,Decoration White Chick Magic Garden,16,2011-04-14 10:54:00,2011-04-14,2011-04,0.85,13.6,15416.0,United Kingdom
577782,23204,Charlotte Bag Apples Design,2,2011-11-21 16:17:00,2011-11-21,2011-11,0.85,1.7,16549.0,United Kingdom
543306,85227,Set Of 6 3D Kit Cards For Kids,2,2011-02-07 11:56:00,2011-02-07,2011-02,0.85,1.7,16686.0,United Kingdom
576617,23288,Green Vintage Spot Beaker,2,2011-11-15 16:57:00,2011-11-15,2011-11,1.63,3.26,,United Kingdom
573330,22796,Photo Frame 3 Classic Hanging,1,2011-10-30 11:22:00,2011-10-30,2011-10,9.95,9.95,16923.0,United Kingdom
556792,21329,Dinosaurs Writing Set,1,2011-06-14 13:52:00,2011-06-14,2011-06,1.65,1.65,17043.0,United Kingdom
536754,21544,Skulls Water Transfer Tattoos,10,2010-12-02 14:09:00,2010-12-02,2010-12,0.85,8.5,14449.0,United Kingdom
561006,23199,Jumbo Bag Apples,10,2011-07-22 15:02:00,2011-07-22,2011-07,2.08,20.8,16161.0,United Kingdom
556092,22629,Spaceboy Lunch Box,1,2011-06-08 15:25:00,2011-06-08,2011-06,2.46,2.46,,United Kingdom
573277,22364,Glass Jar Digestive Biscuits,1,2011-10-28 13:18:00,2011-10-28,2011-10,2.95,2.95,14606.0,United Kingdom
539595,21801,Christmas Tree Decoration With Bell,1,2010-12-20 13:43:00,2010-12-20,2010-12,0.43,0.43,,United Kingdom
573401,21094,Set/6 Red Spotty Paper Plates,12,2011-10-30 15:43:00,2011-10-30,2011-10,0.85,10.2,12364.0,Belgium
569483,22941,Christmas Lights 10 Reindeer,4,2011-10-04 12:45:00,2011-10-04,2011-10,8.5,34.0,14057.0,United Kingdom
580374,22676,French Blue Metal Door Sign 1,20,2011-12-02 17:12:00,2011-12-02,2011-12,1.25,25.0,17584.0,United Kingdom
576667,22941,Christmas Lights 10 Reindeer,4,2011-11-16 11:48:00,2011-11-16,2011-11,8.5,34.0,12963.0,United Kingdom
569005,23355,Hot Water Bottle Keep Calm,4,2011-09-29 18:30:00,2011-09-29,2011-09,4.95,19.8,16268.0,United Kingdom
577504,22659,Lunch Box I Love London,1,2011-11-20 12:36:00,2011-11-20,2011-11,1.95,1.95,14159.0,United Kingdom
548807,21172,Party Metal Sign,96,2011-04-04 12:54:00,2011-04-04,2011-04,1.25,120.0,16422.0,United Kingdom
544673,84535B,Fairy Cakes Notebook A6 Size,10,2011-02-22 15:46:00,2011-02-22,2011-02,0.65,6.5,13421.0,United Kingdom
567172,22075,6 Ribbons Elegant Christmas,144,2011-09-18 13:29:00,2011-09-18,2011-09,1.45,208.79999999999998,18194.0,United Kingdom
567905,23294,Set Of 6 Snack Loaf Baking Cases,8,2011-09-22 16:37:00,2011-09-22,2011-09,0.83,6.64,12952.0,United Kingdom
576837,22481,Black Tea Towel Classic Design,1,2011-11-16 15:16:00,2011-11-16,2011-11,2.46,2.46,,United Kingdom
565432,22720,Set Of 3 Cake Tins Pantry Design,1,2011-09-04 13:16:00,2011-09-04,2011-09,4.95,4.95,16241.0,United Kingdom
572192,85123A,White Hanging Heart T-Light Holder,3,2011-10-21 11:30:00,2011-10-21,2011-10,2.95,8.850000000000001,18118.0,United Kingdom
538646,22113,Grey Heart Hot Water Bottle,6,2010-12-13 14:55:00,2010-12-13,2010-12,3.75,22.5,17293.0,United Kingdom
553739,82484,Wood Black Board Ant White Finish,6,2011-05-19 09:23:00,2011-05-19,2011-05,7.95,47.7,14895.0,United Kingdom
552211,21240,Blue Polkadot Cup,32,2011-05-06 15:01:00,2011-05-06,2011-05,0.85,27.2,12709.0,Germany
561819,22763,Key Cabinet Ma Campagne,2,2011-07-29 15:59:00,2011-07-29,2011-07,9.95,19.9,13928.0,United Kingdom
571679,22382,Lunch Bag Spaceboy Design,5,2011-10-18 13:41:00,2011-10-18,2011-10,1.65,8.25,14159.0,United Kingdom
545697,82494L,Wooden Frame Antique White,1,2011-03-06 14:38:00,2011-03-06,2011-03,2.95,2.95,14504.0,United Kingdom
560363,23296,Set Of 6 Tea Time Baking Cases,8,2011-07-18 12:05:00,2011-07-18,2011-07,1.25,10.0,12589.0,France
560278,23295,Set Of 12 Mini Loaf Baking Cases,1,2011-07-17 15:45:00,2011-07-17,2011-07,0.83,0.83,13610.0,United Kingdom
571183,23369,Set 36 Colour Pencils Love London,4,2011-10-14 11:08:00,2011-10-14,2011-10,1.25,5.0,14796.0,United Kingdom
549564,47599B,Blue Party Bags,1,2011-04-10 14:16:00,2011-04-10,2011-04,2.1,2.1,18129.0,United Kingdom
548373,21212,Pack Of 72 Retrospot Cake Cases,1,2011-03-30 16:34:00,2011-03-30,2011-03,1.25,1.25,,United Kingdom
542928,22714,Card Birthday Cowboy,12,2011-02-02 10:22:00,2011-02-02,2011-02,0.42,5.04,17863.0,United Kingdom
537202,22751,Feltcraft Princess Olivia Doll,2,2010-12-05 14:25:00,2010-12-05,2010-12,3.75,7.5,14506.0,United Kingdom
559706,21291,Small Polkadot Chocolate Gift Bag,16,2011-07-12 10:02:00,2011-07-12,2011-07,0.85,13.6,16609.0,United Kingdom
554512,23110,Parisienne Key Cabinet,1,2011-05-24 15:54:00,2011-05-24,2011-05,12.46,12.46,,United Kingdom
579096,23280,Folding Butterfly Mirror Hot Pink,12,2011-11-28 11:07:00,2011-11-28,2011-11,0.83,9.959999999999999,15561.0,United Kingdom
538149,84347,Rotating Silver Angels T-Light Hldr,10,2010-12-09 16:27:00,2010-12-09,2010-12,5.91,59.1,,United Kingdom
580536,20724,Red Retrospot Charlotte Bag,10,2011-12-04 16:07:00,2011-12-04,2011-12,0.85,8.5,12490.0,France
572451,22672,French Bathroom Sign Blue Metal,12,2011-10-24 12:36:00,2011-10-24,2011-10,1.65,19.799999999999997,12921.0,United Kingdom
550438,21231,Sweetheart Ceramic Trinket Box,12,2011-04-18 12:16:00,2011-04-18,2011-04,1.25,15.0,15265.0,United Kingdom
555949,22844,Vintage Cream Dog Food Container,2,2011-06-08 10:50:00,2011-06-08,2011-06,8.5,17.0,16626.0,United Kingdom
561515,22550,Holiday Fun Ludo,1,2011-07-27 15:16:00,2011-07-27,2011-07,7.46,7.46,,United Kingdom
561217,23288,Green Vintage Spot Beaker,1,2011-07-25 17:09:00,2011-07-25,2011-07,1.63,1.63,,United Kingdom
567671,23418,Lavender Toilette Bottle,2,2011-09-21 15:34:00,2011-09-21,2011-09,4.13,8.26,,United Kingdom
570693,22328,Round Snack Boxes Set Of 4 Fruits,2,2011-10-11 16:50:00,2011-10-11,2011-10,2.95,5.9,16161.0,United Kingdom
559863,85099B,Jumbo Bag Red Retrospot,10,2011-07-13 10:33:00,2011-07-13,2011-07,2.08,20.8,15039.0,United Kingdom
565233,20619,Tropical Passport Cover,1,2011-09-02 09:34:00,2011-09-02,2011-09,4.13,4.13,,United Kingdom
556879,20735,Black Mini Tape Measure,1,2011-06-15 12:07:00,2011-06-15,2011-06,0.85,0.85,16461.0,United Kingdom
550514,22619,Set Of 6 Soldier Skittles,4,2011-04-18 16:49:00,2011-04-18,2011-04,3.75,15.0,14631.0,United Kingdom
552544,20719,Woodland Charlotte Bag,10,2011-05-10 10:29:00,2011-05-10,2011-05,0.85,8.5,13320.0,United Kingdom
555115,20728,Lunch Bag Cars Blue,4,2011-05-31 14:58:00,2011-05-31,2011-05,4.96,19.84,,United Kingdom
568829,23209,Lunch Bag Vintage Doily,10,2011-09-29 11:33:00,2011-09-29,2011-09,1.65,16.5,17633.0,United Kingdom
552674,21181,Please One Person Metal Sign,1,2011-05-10 15:07:00,2011-05-10,2011-05,4.13,4.13,,United Kingdom
553420,22083,Paper Chain Kit Retrospot,12,2011-05-17 10:14:00,2011-05-17,2011-05,2.95,35.400000000000006,17519.0,United Kingdom
541570,22714,Card Birthday Cowboy,144,2011-01-19 12:34:00,2011-01-19,2011-01,0.36,51.839999999999996,14646.0,Netherlands
557112,22634,Childs Breakfast Set Spaceboy,1,2011-06-16 16:31:00,2011-06-16,2011-06,19.96,19.96,,United Kingdom
542541,20966,Sandwich Bath Sponge,2,2011-01-28 14:25:00,2011-01-28,2011-01,2.46,4.92,,United Kingdom
581482,21875,Kings Choice Mug,36,2011-12-09 09:08:00,2011-12-09,2011-12,1.06,38.160000000000004,17490.0,United Kingdom
536520,22092,Blue Paisley Tissue Box,1,2010-12-01 12:43:00,2010-12-01,2010-12,1.25,1.25,14729.0,United Kingdom
578305,23531,Wall Art Big Love,12,2011-11-23 15:44:00,2011-11-23,2011-11,6.25,75.0,14088.0,United Kingdom
541631,21756,Bath Building Block Word,3,2011-01-20 10:47:00,2011-01-20,2011-01,5.95,17.85,12637.0,France
564838,22621,Traditional Knitting Nancy,1,2011-08-30 12:43:00,2011-08-30,2011-08,3.29,3.29,,United Kingdom
539739,21041,Red Retrospot Oven Glove Double,3,2010-12-21 15:19:00,2010-12-21,2010-12,5.91,17.73,,United Kingdom
573580,21928,Jumbo Bag Scandinavian Blue Paisley,1,2011-10-31 14:21:00,2011-10-31,2011-10,4.13,4.13,,United Kingdom
565261,21914,Blue Harmonica In Box,12,2011-09-02 10:53:00,2011-09-02,2011-09,1.25,15.0,12474.0,Germany
537369,21985,Pack Of 12 Hearts Design Tissues,6,2010-12-06 12:41:00,2010-12-06,2010-12,0.29,1.7399999999999998,17860.0,United Kingdom
539437,85199S,Small Hanging Ivory/Red Wood Bird,3,2010-12-17 14:54:00,2010-12-17,2010-12,0.85,2.55,,United Kingdom
579900,23298,Spotty Bunting,3,2011-12-01 08:34:00,2011-12-01,2011-12,4.95,14.850000000000001,15951.0,United Kingdom
551547,22644,Ceramic Cherry Cake Money Bank,1,2011-05-03 09:44:00,2011-05-03,2011-05,4.13,4.13,,United Kingdom
545188,22551,Plasters In Tin Spaceboy,1,2011-02-28 15:19:00,2011-02-28,2011-02,1.65,1.65,14056.0,United Kingdom
554353,37446,Mini Cake Stand With Hanging Cakes,64,2011-05-24 09:10:00,2011-05-24,2011-05,1.25,80.0,14258.0,United Kingdom
541421,84970S,Hanging Heart Zinc T-Light Holder,1,2011-01-17 17:44:00,2011-01-17,2011-01,2.08,2.08,,United Kingdom
550206,48185,Doormat Fairy Cake,1,2011-04-15 10:38:00,2011-04-15,2011-04,14.13,14.13,,United Kingdom
567822,23318,Box Of 6 Mini Vintage Crackers,6,2011-09-22 12:54:00,2011-09-22,2011-09,2.49,14.940000000000001,17644.0,United Kingdom
538641,21868,Potting Shed Tea Mug,12,2010-12-13 14:36:00,2010-12-13,2010-12,1.25,15.0,15640.0,United Kingdom
547729,21507,"Elephant, Birthday Card,",12,2011-03-25 10:52:00,2011-03-25,2011-03,0.42,5.04,15529.0,United Kingdom
571032,22692,Doormat Welcome To Our Home,1,2011-10-13 12:38:00,2011-10-13,2011-10,8.25,8.25,13827.0,United Kingdom
573338,22562,Monsters Stencil Craft,2,2011-10-30 11:47:00,2011-10-30,2011-10,1.25,2.5,14546.0,United Kingdom
553935,22029,Spaceboy Birthday Card,12,2011-05-20 10:32:00,2011-05-20,2011-05,0.42,5.04,15856.0,United Kingdom
580304,21481,Fawn Blue Hot Water Bottle,4,2011-12-02 14:25:00,2011-12-02,2011-12,3.75,15.0,18055.0,United Kingdom
537240,21265,Pink Goose Feather Tree 60Cm,1,2010-12-06 10:08:00,2010-12-06,2010-12,5.91,5.91,,United Kingdom
553556,85049F,Baby Boom Ribbons,2,2011-05-17 16:49:00,2011-05-17,2011-05,1.25,2.5,17530.0,United Kingdom
575903,23355,Hot Water Bottle Keep Calm,4,2011-11-11 15:24:00,2011-11-11,2011-11,4.95,19.8,13557.0,United Kingdom
575965,22818,Card Christmas Village,12,2011-11-13 12:32:00,2011-11-13,2011-11,0.42,5.04,13426.0,United Kingdom
544801,22084,Paper Chain Kit Empire,6,2011-02-23 13:48:00,2011-02-23,2011-02,2.95,17.700000000000003,16145.0,United Kingdom
572023,21136,Painted Metal Pears Assorted,8,2011-10-20 11:03:00,2011-10-20,2011-10,1.69,13.52,17764.0,United Kingdom
567167,22727,Alarm Clock Bakelike Red,1,2011-09-18 12:21:00,2011-09-18,2011-09,3.75,3.75,15547.0,United Kingdom
563546,20725,Lunch Bag Red Retrospot,10,2011-08-17 12:24:00,2011-08-17,2011-08,1.65,16.5,16729.0,United Kingdom
573330,21756,Bath Building Block Word,2,2011-10-30 11:22:00,2011-10-30,2011-10,6.25,12.5,16923.0,United Kingdom
548893,21531,Red Retrospot Sugar Jam Bowl,2,2011-04-04 15:54:00,2011-04-04,2011-04,4.96,9.92,,United Kingdom
568671,23254,Childrens Cutlery Dolly Girl,8,2011-09-28 13:13:00,2011-09-28,2011-09,4.15,33.2,13139.0,United Kingdom
576931,20719,Woodland Charlotte Bag,10,2011-11-17 11:10:00,2011-11-17,2011-11,0.85,8.5,13028.0,United Kingdom
578011,22489,Pack Of 12 Traditional Crayons,24,2011-11-22 12:52:00,2011-11-22,2011-11,0.42,10.08,15150.0,United Kingdom
553369,21754,Home Building Block Word,4,2011-05-16 14:30:00,2011-05-16,2011-05,5.95,23.8,15044.0,United Kingdom
572552,85169A,Ivory Love Bird Candle,2,2011-10-24 17:07:00,2011-10-24,2011-10,2.46,4.92,14096.0,United Kingdom
538349,22211,Wood Stamp Set Flowers,2,2010-12-10 14:59:00,2010-12-10,2010-12,3.36,6.72,,United Kingdom
574693,23397,Foot Stool Home Sweet Home,4,2011-11-06 13:32:00,2011-11-06,2011-11,9.95,39.8,14553.0,United Kingdom
552460,22382,Lunch Bag Spaceboy Design,10,2011-05-09 14:44:00,2011-05-09,2011-05,1.65,16.5,13178.0,United Kingdom
564565,22426,Enamel Wash Bowl Cream,4,2011-08-26 10:50:00,2011-08-26,2011-08,3.75,15.0,14911.0,EIRE
574298,22196,Small Heart Measuring Spoons,1,2011-11-03 15:56:00,2011-11-03,2011-11,1.63,1.63,,United Kingdom
557628,21171,Bathroom Metal Sign,2,2011-06-21 14:31:00,2011-06-21,2011-06,1.45,2.9,15311.0,United Kingdom
547969,22520,Childs Garden Trowel Blue,3,2011-03-28 16:27:00,2011-03-28,2011-03,0.85,2.55,17238.0,United Kingdom
579361,21055,Tool Box Soft Toy,1,2011-11-29 11:51:00,2011-11-29,2011-11,8.95,8.95,,United Kingdom
564095,22712,Card Dolly Girl,12,2011-08-23 10:31:00,2011-08-23,2011-08,0.42,5.04,14930.0,Channel Islands
561391,22759,Set Of 3 Notebooks In Parcel,12,2011-07-27 09:59:00,2011-07-27,2011-07,1.65,19.799999999999997,16628.0,United Kingdom
575477,23542,Wall Art 70'S Alphabet,1,2011-11-09 16:14:00,2011-11-09,2011-11,16.63,16.63,,United Kingdom
554630,23159,Set Of 5 Pancake Day Magnets,3,2011-05-25 11:34:00,2011-05-25,2011-05,2.08,6.24,13268.0,United Kingdom
580153,23426,Metal Sign Drop Your Pants,12,2011-12-02 10:23:00,2011-12-02,2011-12,2.89,34.68,12762.0,Portugal
557885,21975,Pack Of 60 Dinosaur Cake Cases,24,2011-06-23 13:37:00,2011-06-23,2011-06,0.55,13.200000000000001,12465.0,Belgium
554109,22432,Watering Can Pink Bunny,6,2011-05-22 14:33:00,2011-05-22,2011-05,1.95,11.7,12682.0,France
575989,82551,Laundry 15C Metal Sign,2,2011-11-13 14:20:00,2011-11-13,2011-11,1.45,2.9,14698.0,United Kingdom
581219,23338,Egg Frying Pan Red,4,2011-12-08 09:28:00,2011-12-08,2011-12,4.13,16.52,,United Kingdom
558558,21718,Red Metal Beach Spade,3,2011-06-30 13:17:00,2011-06-30,2011-06,1.25,3.75,17841.0,United Kingdom
562569,20719,Woodland Charlotte Bag,10,2011-08-07 12:05:00,2011-08-07,2011-08,0.85,8.5,17323.0,United Kingdom
566282,22625,Red Kitchen Scales,4,2011-09-11 14:29:00,2011-09-11,2011-09,8.5,34.0,15782.0,United Kingdom
576212,21055,Tool Box Soft Toy,3,2011-11-14 12:45:00,2011-11-14,2011-11,8.95,26.849999999999998,18082.0,United Kingdom
576318,22141,Christmas Craft Tree Top Angel,18,2011-11-14 14:57:00,2011-11-14,2011-11,2.1,37.800000000000004,15058.0,United Kingdom
545333,22291,Hanging Chick Cream Decoration,1,2011-03-01 16:22:00,2011-03-01,2011-03,2.92,2.92,,United Kingdom
548541,21164,Home Sweet Home Metal Sign,1,2011-03-31 17:59:00,2011-03-31,2011-03,2.95,2.95,14957.0,United Kingdom
539654,21870,I Can Only Please One Person Mug,24,2010-12-20 17:05:00,2010-12-20,2010-12,1.25,30.0,17340.0,United Kingdom
538156,22752,Set 7 Babushka Nesting Boxes,3,2010-12-09 16:53:00,2010-12-09,2010-12,8.5,25.5,15555.0,United Kingdom
569897,22558,Clothes Pegs Retrospot Pack 24,1,2011-10-06 16:01:00,2011-10-06,2011-10,1.65,1.65,17813.0,United Kingdom
541493,22069,Brown Pirate Treasure Chest,3,2011-01-18 14:29:00,2011-01-18,2011-01,4.13,12.39,,United Kingdom
569637,21704,Bag 250G Swirly Marbles,12,2011-10-05 12:14:00,2011-10-05,2011-10,0.85,10.2,15757.0,United Kingdom
552452,85141,Jardin Etched Glass Fruitbowl,1,2011-05-09 14:02:00,2011-05-09,2011-05,3.95,3.95,13752.0,United Kingdom
552337,22077,6 Ribbons Rustic Charm,12,2011-05-09 11:34:00,2011-05-09,2011-05,1.65,19.799999999999997,12621.0,Germany
568526,21811,Hanging Heart With Bell,48,2011-09-27 13:04:00,2011-09-27,2011-09,0.39,18.72,17656.0,United Kingdom
564353,22991,Giraffe Wooden Ruler,12,2011-08-24 15:08:00,2011-08-24,2011-08,1.95,23.4,15764.0,United Kingdom
537354,22384,Lunch Bag Pink Polkadot,2,2010-12-06 12:23:00,2010-12-06,2010-12,1.65,3.3,12748.0,United Kingdom
567656,22584,Pack Of 6 Pannetone Gift Boxes,1,2011-09-21 14:40:00,2011-09-21,2011-09,4.96,4.96,14096.0,United Kingdom
562537,23320,Giant 50'S Christmas Cracker,12,2011-08-05 15:02:00,2011-08-05,2011-08,2.89,34.68,12517.0,Germany
541592,90003C,Midnight Blue Pair Heart Hair Slide,1,2011-01-19 15:08:00,2011-01-19,2011-01,3.73,3.73,,United Kingdom
576617,22422,Toothpaste Tube Pen,6,2011-11-15 16:57:00,2011-11-15,2011-11,1.25,7.5,,United Kingdom
569263,23400,Shelf With 4 Hooks Home Sweet Home,112,2011-10-03 11:37:00,2011-10-03,2011-10,4.15,464.80000000000007,18102.0,United Kingdom
564840,21167,White Sage Incense,1,2011-08-30 12:49:00,2011-08-30,2011-08,0.42,0.42,,United Kingdom
543660,84970S,Hanging Heart Zinc T-Light Holder,1,2011-02-11 10:40:00,2011-02-11,2011-02,2.08,2.08,,United Kingdom
561593,23202,Jumbo Bag Vintage Leaf,10,2011-07-28 11:20:00,2011-07-28,2011-07,2.08,20.8,16003.0,United Kingdom
558235,23201,Jumbo Bag Alphabet,10,2011-06-27 14:41:00,2011-06-27,2011-06,2.08,20.8,16242.0,United Kingdom
557322,85168B,Black Baroque Carriage Clock,2,2011-06-20 09:04:00,2011-06-20,2011-06,9.95,19.9,17444.0,Canada
575051,22638,Set Of 4 Napkin Charms Crowns,4,2011-11-08 12:14:00,2011-11-08,2011-11,2.55,10.2,15957.0,United Kingdom
568665,22273,Feltcraft Doll Molly,6,2011-09-28 12:52:00,2011-09-28,2011-09,2.95,17.700000000000003,13018.0,United Kingdom
558696,23199,Jumbo Bag Apples,10,2011-07-01 12:09:00,2011-07-01,2011-07,2.08,20.8,16746.0,United Kingdom
565410,22114,Hot Water Bottle Tea And Sympathy,4,2011-09-04 11:17:00,2011-09-04,2011-09,4.65,18.6,14691.0,United Kingdom
576395,21463,Mirrored Disco Ball,6,2011-11-15 10:38:00,2011-11-15,2011-11,5.95,35.7,16168.0,United Kingdom
538566,85014B,Red Retrospot Umbrella,3,2010-12-13 11:21:00,2010-12-13,2010-12,12.72,38.160000000000004,,United Kingdom
556108,22131,Food Container Set 3 Love Heart,1,2011-06-08 17:59:00,2011-06-08,2011-06,4.13,4.13,,United Kingdom
562031,84947,Antique Silver Tea Glass Engraved,6,2011-08-01 17:37:00,2011-08-01,2011-08,1.25,7.5,16984.0,United Kingdom
557805,22664,Toy Tidy Dolly Girl Design,5,2011-06-23 10:27:00,2011-06-23,2011-06,2.1,10.5,17651.0,United Kingdom
559362,22326,Round Snack Boxes Set Of4 Woodland,12,2011-07-08 08:43:00,2011-07-08,2011-07,2.95,35.400000000000006,12635.0,Germany
546771,22914,Blue Coat Rack Paris Fashion,2,2011-03-16 15:19:00,2011-03-16,2011-03,4.95,9.9,17515.0,United Kingdom
541219,90165B,White Rosebud Pearl Earrings,1,2011-01-14 14:06:00,2011-01-14,2011-01,2.48,2.48,,United Kingdom
